task_a,task_b,pair,text_cosine_distance,behavior_cosine_distance,text_distance_percentile,behavior_distance_percentile,text_close_behavior_far,behavior_close_text_far
Go/No-Go (withhold),balloon analogue risk task,Go/No-Go (withhold) <-> balloon analogue risk t...,0.6264100525465061,0.21193177200405555,0.635306553911205,0.540169133192389,-0.09513742071881603,0.09513742071881603
Fixed-Set Intertemporal Choice,go/no-go,Fixed-Set Intertemporal... <-> go/no-go,0.5635118917482417,0.17112525965384795,0.41331923890063427,0.3181818181818182,-0.09513742071881609,0.09513742071881609
balloon analogue risk task,go/no-go,balloon analogue risk t... <-> go/no-go,0.6374787090815128,0.21596585554652592,0.6691331923890064,0.5739957716701902,-0.09513742071881615,0.09513742071881615
exp3,four-armed bandit task,exp3 <-> four-armed bandit task,0.7902234937581225,0.299244965871414,0.9471458773784355,0.8509513742071881,-0.09619450317124734,0.09619450317124734
four-armed bandit task,iowa gambling task,four-armed bandit task <-> iowa gambling task,0.4744448957342934,0.1019097223584875,0.15010570824524314,0.05391120507399577,-0.09619450317124736,0.09619450317124736
Go/No-Go (withhold),four-armed bandit task,Go/No-Go (withhold) <-> four-armed bandit task,0.49358447168890984,0.12585471281328253,0.18710359408033828,0.09090909090909091,-0.09619450317124736,0.09619450317124736
exp2,route learning,exp2 <-> route learning,0.804835658441533,0.30699929695539296,0.9619450317124736,0.864693446088795,-0.09725158562367864,0.09725158562367864
Balloon Analogue Risk Task (BART),go/no-go task,Balloon Analogue Risk T... <-> go/no-go task,0.6431386535393548,0.21901995392037188,0.6881606765327696,0.5909090909090909,-0.09725158562367864,0.09725158562367864
Go/No-Go (withhold),contextual bandit task,Go/No-Go (withhold) <-> contextual bandit task,0.5180908015554136,0.13995662553825605,0.24841437632135308,0.1511627906976744,-0.09725158562367867,0.09725158562367867
four-armed bandit task,intertemporal choice,four-armed bandit task <-> intertemporal choice,0.5562858826442961,0.16607513732977786,0.38372093023255816,0.2854122621564482,-0.09830866807610994,0.09830866807610994
Go/No-Go (withhold),exp2,Go/No-Go (withhold) <-> exp2,0.6963392010041939,0.24900888917278974,0.8329809725158562,0.7346723044397463,-0.09830866807610994,0.09830866807610994
Verbal Digit/Letter WM,exp3,Verbal Digit/Letter WM <-> exp3,0.7866857733309959,0.2935952428909333,0.9429175475687104,0.8435517970401691,-0.09936575052854124,0.09936575052854124
Two-Step Task (Daw),Unidimensional Threshold Rule,Two-Step Task (Daw) <-> Unidimensional Threshol...,0.641068085758858,0.2176615766767036,0.6828752642706131,0.5824524312896406,-0.10042283298097243,0.10042283298097243
Four-Armed Bandit,digit span,Four-Armed Bandit <-> digit span,0.5459451664550062,0.15626403745710538,0.3372093023255814,0.23678646934460887,-0.10042283298097252,0.10042283298097252
exp2,go/no-go task,exp2 <-> go/no-go task,0.6986721436415685,0.24964008214866862,0.8382663847780126,0.7367864693446089,-0.10147991543340373,0.10147991543340373
Route Learning / Decision-Point Navigation,iowa gambling task,Route Learning / Decisi... <-> iowa gambling task,0.7009255687392524,0.2505695912091549,0.8414376321353065,0.7399577167019028,-0.10147991543340373,0.10147991543340373
exp5,n-back,exp5 <-> n-back,0.6145541642163183,0.20395955373822494,0.6035940803382663,0.5010570824524313,-0.10253699788583504,0.10253699788583504
Columbia Card Task (CCT),exp4,Columbia Card Task (CCT) <-> exp4,0.48443694866928977,0.11246971229314995,0.16701902748414377,0.06448202959830866,-0.1025369978858351,0.1025369978858351
Recent Probes,four-armed bandit task,Recent Probes <-> four-armed bandit task,0.6003428590432629,0.19430312404464467,0.5581395348837209,0.45454545454545453,-0.10359408033826639,0.10359408033826639
Four-Armed Bandit,iowa gambling task,Four-Armed Bandit <-> iowa gambling task,0.4769539033604955,0.10120634038743359,0.1553911205073996,0.05179704016913319,-0.10359408033826639,0.10359408033826639
columbia card task,exp4,columbia card task <-> exp4,0.4819289895522143,0.10726090275508571,0.16279069767441862,0.05919661733615222,-0.10359408033826639,0.10359408033826639
exp2,go/no-go,exp2 <-> go/no-go,0.6970376393898918,0.24897317901657545,0.8361522198731501,0.7325581395348837,-0.10359408033826645,0.10359408033826645
Columbia Card Task (CCT),exp3,Columbia Card Task (CCT) <-> exp3,0.8176570609052186,0.30811851520462674,0.9714587737843552,0.8678646934460887,-0.10359408033826645,0.10359408033826645
Iowa Gambling Task (IGT),exp0,Iowa Gambling Task (IGT) <-> exp0,0.6891727473971019,0.24324829212130583,0.8171247357293869,0.7124735729386892,-0.10465116279069775,0.10465116279069775
exp3,intertemporal choice,exp3 <-> intertemporal choice,0.7655944523054922,0.2700259632789668,0.9143763213530656,0.8086680761099366,-0.10570824524312894,0.10570824524312894
Four-Armed Bandit,intertemporal choice,Four-Armed Bandit <-> intertemporal choice,0.5590942267927104,0.1675611862007429,0.39957716701902746,0.2928118393234672,-0.10676532769556024,0.10676532769556024
Iowa Gambling Task (IGT),exp3,Iowa Gambling Task (IGT) <-> exp3,0.8377362043598804,0.3110361317275696,0.9830866807610994,0.8763213530655392,-0.10676532769556024,0.10676532769556024
Route Learning / Decision-Point Navigation,Two-Step Task (Daw),Route Learning / Decisi... <-> Two-Step Task (Daw),0.6150817254940739,0.2024936135536799,0.6057082452431289,0.49682875264270615,-0.10887949260042279,0.10887949260042279
Route Learning / Decision-Point Navigation,exp2,Route Learning / Decisi... <-> exp2,0.8172624012894719,0.3054444533312155,0.9704016913319239,0.861522198731501,-0.10887949260042284,0.10887949260042284
Four-Armed Bandit,Go/No-Go (withhold),Four-Armed Bandit <-> Go/No-Go (withhold),0.5052822919076655,0.1286632061126992,0.2124735729386892,0.10253699788583509,-0.10993657505285412,0.10993657505285412
exp3,route learning,exp3 <-> route learning,0.85029007806401,0.3118385356879416,0.9894291754756871,0.879492600422833,-0.10993657505285415,0.10993657505285415
Two-Armed Bandit,go/no-go,Two-Armed Bandit <-> go/no-go,0.5312657504564182,0.14484508841782495,0.2864693446088795,0.17653276955602537,-0.10993657505285415,0.10993657505285415
Two-Step Task (Daw),two-armed bandit task,Two-Step Task (Daw) <-> two-armed bandit task,0.5772278102447623,0.17680925029830996,0.46617336152219874,0.35412262156448204,-0.1120507399577167,0.1120507399577167
Four-Armed Bandit,Verbal Digit/Letter WM,Four-Armed Bandit <-> Verbal Digit/Letter WM,0.5749175744729577,0.17496102136788738,0.45665961945031713,0.34460887949260044,-0.1120507399577167,0.1120507399577167
iowa gambling task,two-step task,iowa gambling task <-> two-step task,0.6830189089133945,0.23820072605174103,0.8033826638477801,0.6913319238900634,-0.11205073995771675,0.11205073995771675
route learning,two-step task,route learning <-> two-step task,0.6054296785741412,0.19510558335551642,0.572938689217759,0.459830866807611,-0.11310782241014805,0.11310782241014805
Fixed-Set Intertemporal Choice,exp3,Fixed-Set Intertemporal... <-> exp3,0.7727562991298058,0.270960212260668,0.9281183932346723,0.813953488372093,-0.11416490486257924,0.11416490486257924
Unidimensional Threshold Rule,choice task,Unidimensional Threshol... <-> choice task,0.6326214507527654,0.2117837586139587,0.653276955602537,0.5391120507399577,-0.11416490486257924,0.11416490486257924
Two-Step Task (Daw),exp2,Two-Step Task (Daw) <-> exp2,0.8429424649569691,0.31018337733987034,0.9873150105708245,0.8731501057082452,-0.11416490486257924,0.11416490486257924
exp3,gambling task,exp3 <-> gambling task,0.8419892399080735,0.3096423650885376,0.9862579281183932,0.872093023255814,-0.11416490486257924,0.11416490486257924
Iowa Gambling Task (IGT),route learning,Iowa Gambling Task (IGT) <-> route learning,0.6980742854625533,0.2473001343983633,0.8372093023255814,0.7230443974630021,-0.11416490486257935,0.11416490486257935
Columbia Card Task (CCT),two-step task,Columbia Card Task (CCT) <-> two-step task,0.6165735992868417,0.20232415798805425,0.6109936575052854,0.49577167019027485,-0.1152219873150106,0.1152219873150106
Iowa Gambling Task (IGT),Two-Step Task (Daw),Iowa Gambling Task (IGT) <-> Two-Step Task (Daw),0.6812041741417632,0.23577578004034527,0.7980972515856237,0.6807610993657506,-0.11733615221987315,0.11733615221987315
exp,go/no-go task,exp <-> go/no-go task,0.497279423120936,0.12099589067937377,0.193446088794926,0.07610993657505286,-0.11733615221987315,0.11733615221987315
Route Learning / Decision-Point Navigation,exp3,Route Learning / Decisi... <-> exp3,0.8603215285235253,0.3112461022614138,0.9957716701902748,0.8773784355179705,-0.11839323467230434,0.11839323467230434
columbia card task,exp3,columbia card task <-> exp3,0.8239838586685667,0.3032969726716124,0.9756871035940803,0.857293868921776,-0.11839323467230434,0.11839323467230434
category learning task,two-step task,category learning task <-> two-step task,0.6372227611369209,0.21287369609784024,0.6659619450317125,0.547568710359408,-0.11839323467230445,0.11839323467230445
Two-Step Task (Daw),category learning task,Two-Step Task (Daw) <-> category learning task,0.6358766584117456,0.21264138074315153,0.6627906976744186,0.5433403805496829,-0.11945031712473564,0.11945031712473564
Fixed-Set Intertemporal Choice,go/no-go task,Fixed-Set Intertemporal... <-> go/no-go task,0.5666240081480582,0.1699263807741962,0.427061310782241,0.30761099365750527,-0.11945031712473575,0.11945031712473575
Columbia Card Task (CCT),Route Learning / Decision-Point Navigation,Columbia Card Task (CCT) <-> Route Learning / Decisi...,0.6920042714269216,0.24036740947841728,0.821353065539112,0.7019027484143763,-0.11945031712473575,0.11945031712473575
columbia card task,two-step task,columbia card task <-> two-step task,0.6050930851313434,0.19354384233457045,0.5718816067653277,0.452431289640592,-0.11945031712473575,0.11945031712473575
exp2,intertemporal choice,exp2 <-> intertemporal choice,0.7404240548809133,0.2582821888242487,0.8964059196617337,0.7769556025369979,-0.11945031712473575,0.11945031712473575
Unidimensional Threshold Rule,two-step task,Unidimensional Threshol... <-> two-step task,0.6485204180744361,0.2183911388326163,0.7071881606765328,0.5866807610993657,-0.12050739957716705,0.12050739957716705
Two-Step Task (Daw),exp1,Two-Step Task (Daw) <-> exp1,0.6335580906710837,0.21057409720925224,0.6553911205073996,0.5348837209302325,-0.12050739957716705,0.12050739957716705
Contextual Bandit,Fixed-Set Intertemporal Choice,Contextual Bandit <-> Fixed-Set Intertemporal...,0.5238020176894397,0.1386275782427725,0.26215644820295986,0.1416490486257928,-0.12050739957716705,0.12050739957716705
exp3,two-step task,exp3 <-> two-step task,0.8418773941351,0.3062785969953522,0.985200845665962,0.8636363636363636,-0.12156448202959835,0.12156448202959835
contextual bandit task,n-back,contextual bandit task <-> n-back,0.5304054146508045,0.14164305715960923,0.2822410147991543,0.15856236786469344,-0.12367864693446087,0.12367864693446087
exp,go/no-go,exp <-> go/no-go,0.4985818463382571,0.11974195715855662,0.19661733615221988,0.07293868921775898,-0.1236786469344609,0.1236786469344609
Four-Armed Bandit,n-back,Four-Armed Bandit <-> n-back,0.5571285012971721,0.1617855300459391,0.39006342494714585,0.2653276955602537,-0.12473572938689215,0.12473572938689215
Unidimensional Threshold Rule,digit span,Unidimensional Threshol... <-> digit span,0.5460697630400783,0.15299559668920504,0.3382663847780127,0.2135306553911205,-0.12473572938689217,0.12473572938689217
Fixed-Set Intertemporal Choice,two-armed bandit task,Fixed-Set Intertemporal... <-> two-armed bandit task,0.5382680200065544,0.14761363923911242,0.313953488372093,0.18921775898520085,-0.12473572938689217,0.12473572938689217
exp3,iowa gambling task,exp3 <-> iowa gambling task,0.8566574478725155,0.3083999044652884,0.9936575052854123,0.86892177589852,-0.12473572938689226,0.12473572938689226
Fixed-Set Intertemporal Choice,four-armed bandit task,Fixed-Set Intertemporal... <-> four-armed bandit task,0.5640475927983155,0.1664415421303581,0.4143763213530655,0.28858350951374206,-0.12579281183932345,0.12579281183932345
Two-Step Task (Daw),columbia card task,Two-Step Task (Daw) <-> columbia card task,0.6063164323632134,0.19351441383965562,0.5771670190274841,0.4513742071881607,-0.12579281183932345,0.12579281183932345
four-armed bandit task,n-back,four-armed bandit task <-> n-back,0.5544809795723722,0.16079179439853375,0.38054968287526425,0.2547568710359408,-0.12579281183932345,0.12579281183932345
digit span,exp2,digit span <-> exp2,0.7882965505732045,0.2726666113640497,0.9439746300211417,0.8171247357293869,-0.12684989429175475,0.12684989429175475
Columbia Card Task (CCT),Two-Step Task (Daw),Columbia Card Task (CCT) <-> Two-Step Task (Daw),0.6176780450179074,0.2013094073880195,0.6152219873150105,0.4883720930232558,-0.12684989429175475,0.12684989429175475
Contextual Bandit,Go/No-Go (withhold),Contextual Bandit <-> Go/No-Go (withhold),0.5347129930393268,0.14324104782562042,0.2959830866807611,0.16913319238900634,-0.12684989429175478,0.12684989429175478
Two-Armed Bandit,intertemporal choice,Two-Armed Bandit <-> intertemporal choice,0.5436207980005321,0.15069347369587627,0.3308668076109937,0.2040169133192389,-0.12684989429175478,0.12684989429175478
gambling task,n-back,gambling task <-> n-back,0.5931325277718562,0.18608497424050718,0.5348837209302325,0.4069767441860465,-0.127906976744186,0.127906976744186
four-armed bandit task,recent probes task,four-armed bandit task <-> recent probes task,0.6066430803238425,0.1940181805107245,0.5813953488372093,0.45348837209302323,-0.1279069767441861,0.1279069767441861
Fixed-Set Intertemporal Choice,exp2,Fixed-Set Intertemporal... <-> exp2,0.7480823205671745,0.2582975785849707,0.9069767441860465,0.7780126849894292,-0.12896405919661724,0.12896405919661724
iowa gambling task,route learning,iowa gambling task <-> route learning,0.7149507422531086,0.24968704335881342,0.8668076109936576,0.7378435517970402,-0.12896405919661735,0.12896405919661735
Contextual Bandit,n-back,Contextual Bandit <-> n-back,0.535546646993385,0.14375310396918495,0.3033826638477801,0.1733615221987315,-0.13002114164904863,0.13002114164904863
Route Learning / Decision-Point Navigation,two-step task,Route Learning / Decisi... <-> two-step task,0.6155353722563652,0.19962840354918687,0.6088794926004228,0.4788583509513742,-0.13002114164904865,0.13002114164904865
Balloon Analogue Risk Task (BART),Go/No-Go (withhold),Balloon Analogue Risk T... <-> Go/No-Go (withhold),0.642224599185925,0.21414944725031004,0.686046511627907,0.5560253699788583,-0.13002114164904865,0.13002114164904865
Balloon Analogue Risk Task (BART),go/no-go,Balloon Analogue Risk T... <-> go/no-go,0.6530455673488246,0.21859409044843126,0.7198731501057083,0.5898520084566596,-0.13002114164904865,0.13002114164904865
Iowa Gambling Task (IGT),exp2,Iowa Gambling Task (IGT) <-> exp2,0.8338893842174793,0.29455666504636624,0.9788583509513742,0.846723044397463,-0.13213530655391115,0.13213530655391115
exp3,n-back,exp3 <-> n-back,0.837503299275198,0.29802189871597196,0.9820295983086681,0.8498942917547568,-0.13213530655391126,0.13213530655391126
Go/No-Go (withhold),digit span,Go/No-Go (withhold) <-> digit span,0.5244933397673599,0.1366496558601662,0.2642706131078224,0.13107822410147993,-0.13319238900634248,0.13319238900634248
